Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
2009,South Eastern,Minor injury,50 to 59,Female,Passenger,7
2009,Far Northern,Minor injury,25 to 29,Male,Driver,13
2009,Northern,Hospitalised,60 to 74,Female,Passenger,1
2009,Northern,Hospitalised,30 to 39,Male,Bicyclist,2
2009,South Eastern,Medically treated,0 to 16,Female,Driver,3
2009,Brisbane,Medically treated,17 to 24,Female,Pedestrian,11
2008,Southern,Hospitalised,25 to 29,Male,Driver,33
2009,Southern,Minor injury,17 to 24,Male,Passenger,17
2007,Central,Hospitalised,50 to 59,Male,Motorcyclist,7
2008,Central,Medically treated,40 to 49,Female,Motorcyclist,5
2009,South Eastern,Hospitalised,25 to 29,Male,Driver,39
2008,Southern,Hospitalised,40 to 49,Male,Driver,45
2008,Southern,Medically treated,17 to 24,Male,Passenger,34
2009,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,10
2008,Brisbane,Hospitalised,30 to 39,Female,Passenger,21
2009,Far Northern,Hospitalised,50 to 59,Male,Passenger,2
2009,South Eastern,Fatality,25 to 29,Male,Pedestrian,1
2009,Southern,Medically treated,50 to 59,Male,Passenger,5
2009,Brisbane,Medically treated,25 to 29,Male,Bicyclist,6
2008,North Coast,Medically treated,60 to 74,Female,Passenger,25
2008,South Eastern,Hospitalised,30 to 39,Male,Passenger,9
2008,Central,Minor injury,60 to 74,Female,Passenger,4
2008,Brisbane,Medically treated,50 to 59,Male,Driver,100
2008,South Eastern,Hospitalised,30 to 39,Female,Bicyclist,2
2008,Central,Hospitalised,17 to 24,Male,Motorcyclist,17
2008,North Coast,Medically treated,40 to 49,Female,Motorcyclist,4
2008,Brisbane,Medically treated,30 to 39,Male,Pedestrian,10
2008,North Coast,Hospitalised,40 to 49,Male,Passenger,5
2010,Central,Minor injury,25 to 29,Female,Driver,11
2009,Brisbane,Medically treated,25 to 29,Female,Bicyclist,3
2009,South Eastern,Medically treated,25 to 29,Female,Bicyclist,3
2008,Brisbane,Minor injury,30 to 39,Female,Driver,132
2008,South Eastern,Hospitalised,17 to 24,Female,Passenger,27
2010,Northern,Minor injury,50 to 59,Male,Driver,10
2009,South Eastern,Medically treated,25 to 29,Female,Pedestrian,1
2009,South Eastern,Medically treated,50 to 59,Male,Pedestrian,3
2010,Central,Hospitalised,30 to 39,Female,Driver,32
2010,South Eastern,Hospitalised,60 to 74,Female,Passenger,25
2009,Brisbane,Medically treated,0 to 16,Male,Pedestrian,14
2008,North Coast,Hospitalised,0 to 16,Male,Driver,4
2009,Far Northern,Medically treated,0 to 16,Male,Driver,3
2010,South Eastern,Hospitalised,40 to 49,Male,Motorcyclist,18
2008,Northern,Hospitalised,40 to 49,Female,Motorcyclist,5
2008,North Coast,Minor injury,40 to 49,Female,Passenger,14
2008,Central,Minor injury,25 to 29,Male,Passenger,5
2009,Northern,Medically treated,25 to 29,Male,Bicyclist,2
2008,Northern,Hospitalised,17 to 24,Female,Motorcyclist,4
2008,North Coast,Hospitalised,60 to 74,Male,Driver,31
2008,Brisbane,Hospitalised,40 to 49,Male,Pedestrian,9
2009,Southern,Hospitalised,17 to 24,Female,Pedestrian,4
2008,Central,Minor injury,75 and over,Male,Driver,9
2008,North Coast,Minor injury,50 to 59,Male,Passenger,6
2010,Brisbane,Minor injury,50 to 59,Female,Passenger,13
2008,Southern,Medically treated,30 to 39,Male,Passenger,6
2008,Southern,Hospitalised,60 to 74,Male,Driver,22
2008,Southern,Hospitalised,17 to 24,Male,Motorcyclist,13
2009,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,12
2010,South Eastern,Fatality,75 and over,Male,Passenger,1
2009,Northern,Hospitalised,75 and over,Male,Driver,4
2008,Brisbane,Hospitalised,75 and over,Female,Driver,20
2008,Northern,Medically treated,40 to 49,Male,Motorcyclist,4
2008,Brisbane,Medically treated,25 to 29,Female,Passenger,26
2008,North Coast,Minor injury,50 to 59,Male,Bicyclist,2
2008,Central,Medically treated,25 to 29,Male,Motorcyclist,7
2008,Southern,Hospitalised,40 to 49,Male,Passenger,7
2008,Southern,Medically treated,40 to 49,Male,Motorcyclist,7
2008,Far Northern,Hospitalised,40 to 49,Male,Motorcyclist,17
2009,North Coast,Hospitalised,0 to 16,Female,Pedestrian,8
2009,Northern,Minor injury,25 to 29,Male,Driver,7
2008,Central,Minor injury,17 to 24,Male,Driver,42
2008,North Coast,Medically treated,75 and over,Male,Driver,21
2008,Central,Minor injury,30 to 39,Female,Passenger,8
2009,North Coast,Fatality,17 to 24,Male,Passenger,5
2008,North Coast,Medically treated,30 to 39,Female,Passenger,13
2009,Northern,Medically treated,0 to 16,Male,Motorcyclist,2
2008,Northern,Hospitalised,25 to 29,Female,Motorcyclist,3
2008,Far Northern,Minor injury,25 to 29,Male,Driver,13
2009,South Eastern,Hospitalised,17 to 24,Male,Pedestrian,18
2010,Southern,Hospitalised,17 to 24,Male,Driver,59
2008,Northern,Hospitalised,0 to 16,Female,Passenger,12
2008,South Eastern,Medically treated,40 to 49,Male,Passenger,6
2008,Brisbane,Hospitalised,75 and over,Male,Passenger,5
2009,Brisbane,Medically treated,40 to 49,Female,Motorcyclist,7
2008,Far Northern,Minor injury,50 to 59,Female,Driver,16
2008,Southern,Minor injury,0 to 16,Male,Bicyclist,9
2009,Far Northern,Fatality,60 to 74,Female,Passenger,1
2008,North Coast,Hospitalised,25 to 29,Male,Motorcyclist,19
2008,North Coast,Minor injury,75 and over,Male,Driver,12
2008,Central,Hospitalised,25 to 29,Female,Motorcyclist,4
2009,Far Northern,Hospitalised,25 to 29,Male,Motorcyclist,5
2009,Northern,Minor injury,25 to 29,Female,Passenger,2
2009,Northern,Hospitalised,30 to 39,Female,Passenger,6
2009,Brisbane,Hospitalised,75 and over,Female,Pedestrian,7
2008,Northern,Hospitalised,60 to 74,Male,Bicyclist,3
2008,Central,Hospitalised,50 to 59,Male,Motorcyclist,15
2009,Brisbane,Hospitalised,75 and over,Male,Pedestrian,6
2008,South Eastern,Medically treated,25 to 29,Male,Motorcyclist,8
2008,Central,Minor injury,30 to 39,Male,Motorcyclist,4
2009,Southern,Medically treated,0 to 16,Male,Driver,4
2008,Northern,Hospitalised,50 to 59,Male,Bicyclist,1
2008,South Eastern,Hospitalised,40 to 49,Male,Motorcyclist,28
2009,Southern,Hospitalised,0 to 16,Female,Driver,1
2010,Central,Minor injury,25 to 29,Male,Passenger,4
2010,Brisbane,Minor injury,60 to 74,Male,Driver,35
2010,Central,Hospitalised,40 to 49,Female,Passenger,5
2009,Southern,Hospitalised,0 to 16,Female,Bicyclist,2
2010,Central,Minor injury,30 to 39,Male,Driver,32
2010,North Coast,Hospitalised,0 to 16,Male,Driver,3
2010,North Coast,Medically treated,30 to 39,Male,Motorcyclist,13
2010,South Eastern,Minor injury,50 to 59,Male,Driver,31
2009,Central,Hospitalised,50 to 59,Male,Passenger,3
2010,Central,Medically treated,60 to 74,Male,Driver,25
2010,Brisbane,Fatality,25 to 29,Male,Driver,1
2010,Central,Minor injury,17 to 24,Male,Driver,31
2010,South Eastern,Medically treated,40 to 49,Female,Passenger,25
2010,Southern,Fatality,0 to 16,Male,Passenger,2
2008,Far Northern,Medically treated,50 to 59,Female,Passenger,5
2008,South Eastern,Hospitalised,40 to 49,Female,Bicyclist,3
2008,Northern,Medically treated,40 to 49,Female,Passenger,7
2010,Northern,Fatality,30 to 39,Male,Passenger,1
2010,Southern,Medically treated,50 to 59,Female,Passenger,6
2010,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,21
2008,Far Northern,Medically treated,50 to 59,Male,Passenger,2
2008,North Coast,Minor injury,Unknown,Male,Driver,1
2008,North Coast,Medically treated,25 to 29,Male,Passenger,10
2010,Far Northern,Hospitalised,0 to 16,Male,Passenger,8
2008,North Coast,Minor injury,0 to 16,Male,Passenger,26
2009,Brisbane,Hospitalised,0 to 16,Female,Driver,4
2008,Far Northern,Minor injury,40 to 49,Female,Driver,20
2010,Far Northern,Hospitalised,17 to 24,Male,Motorcyclist,5
2010,Far Northern,Minor injury,60 to 74,Male,Driver,9
2010,South Eastern,Minor injury,0 to 16,Female,Passenger,25
2010,Central,Hospitalised,30 to 39,Male,Motorcyclist,15
2010,Central,Medically treated,40 to 49,Male,Bicyclist,2
2010,Far Northern,Medically treated,17 to 24,Male,Passenger,11
2010,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,29
2008,North Coast,Medically treated,50 to 59,Male,Bicyclist,3
2010,Far Northern,Fatality,40 to 49,Male,Bicyclist,1
2010,Far Northern,Hospitalised,25 to 29,Female,Driver,13
2009,Far Northern,Hospitalised,0 to 16,Male,Driver,1
2011,South Eastern,Hospitalised,50 to 59,Male,Driver,24
2011,Brisbane,Minor injury,40 to 49,Female,Driver,92
2011,Southern,Minor injury,30 to 39,Female,Driver,22
2010,South Eastern,Hospitalised,50 to 59,Male,Bicyclist,6
2010,Brisbane,Minor injury,50 to 59,Male,Driver,55
2010,Central,Minor injury,0 to 16,Female,Passenger,11
2010,Far Northern,Medically treated,30 to 39,Female,Passenger,11
2009,Far Northern,Hospitalised,30 to 39,Male,Bicyclist,2
2010,North Coast,Hospitalised,17 to 24,Male,Bicyclist,10
2010,South Eastern,Hospitalised,30 to 39,Female,Pedestrian,2
2010,Far Northern,Minor injury,0 to 16,Female,Passenger,11
2009,South Eastern,Hospitalised,50 to 59,Male,Passenger,3
2010,Northern,Minor injury,17 to 24,Female,Driver,7
2016,Brisbane,Hospitalised,50 to 59,Female,Driver,44
2016,Central,Hospitalised,30 to 39,Female,Driver,31
2015,Northern,Medically treated,Unknown,Female,Passenger,1
2016,North Coast,Medically treated,30 to 39,Female,Passenger,19
2015,Southern,Minor injury,30 to 39,Male,Driver,13
2016,North Coast,Hospitalised,30 to 39,Male,Motorcyclist,37
2016,Far Northern,Hospitalised,75 and over,Male,Bicyclist,2
2016,Central,Medically treated,0 to 16,Male,Bicyclist,3
2016,Southern,Minor injury,50 to 59,Male,Motorcyclist,1
2016,Southern,Hospitalised,25 to 29,Female,Motorcyclist,1
2017,Central,Medically treated,25 to 29,Female,Driver,13
2016,Far Northern,Medically treated,50 to 59,Female,Driver,17
2017,North Coast,Hospitalised,25 to 29,Female,Passenger,11
2017,North Coast,Hospitalised,40 to 49,Male,Motorcyclist,24
2014,Southern,Hospitalised,60 to 74,Female,Passenger,11
2017,Northern,Hospitalised,75 and over,Male,Driver,9
2016,Central,Medically treated,25 to 29,Male,Bicyclist,2
2017,Southern,Minor injury,60 to 74,Male,Driver,13
2012,North Coast,Medically treated,60 to 74,Male,Driver,40
2017,North Coast,Minor injury,17 to 24,Male,Driver,42
2016,Central,Medically treated,50 to 59,Female,Driver,16
2016,South Eastern,Minor injury,25 to 29,Female,Driver,10
2016,Northern,Hospitalised,50 to 59,Female,Driver,13
2016,North Coast,Minor injury,17 to 24,Male,Driver,36
2016,Central,Medically treated,60 to 74,Female,Driver,11
2016,Southern,Medically treated,30 to 39,Female,Driver,67
2016,Brisbane,Medically treated,17 to 24,Female,Other,1
2016,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,11
2016,Central,Hospitalised,40 to 49,Female,Driver,35
2017,South Eastern,Hospitalised,40 to 49,Female,Pedestrian,5
2017,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,15
2017,Brisbane,Hospitalised,17 to 24,Female,Bicyclist,10
2017,North Coast,Medically treated,60 to 74,Female,Driver,56
2017,South Eastern,Hospitalised,Unknown,Male,Motorcyclist,1
2017,Central,Hospitalised,60 to 74,Male,Bicyclist,3
2017,North Coast,Hospitalised,25 to 29,Male,Motorcyclist,24
2016,Southern,Minor injury,0 to 16,Male,Passenger,9
2017,Southern,Minor injury,60 to 74,Male,Passenger,1
2016,Northern,Minor injury,60 to 74,Male,Passenger,1
2017,North Coast,Hospitalised,17 to 24,Male,Bicyclist,1
2016,Southern,Hospitalised,40 to 49,Female,Passenger,12
2017,Central,Hospitalised,25 to 29,Female,Bicyclist,2
2017,Southern,Minor injury,40 to 49,Female,Driver,17
2017,South Eastern,Hospitalised,75 and over,Female,Driver,10
2017,Central,Medically treated,17 to 24,Female,Driver,36
2017,North Coast,Hospitalised,30 to 39,Female,Driver,59
2017,Northern,Hospitalised,17 to 24,Male,Driver,26
2017,South Eastern,Medically treated,30 to 39,Male,Pedestrian,4
2016,South Eastern,Minor injury,17 to 24,Male,Passenger,18
2016,Central,Hospitalised,25 to 29,Female,Passenger,11
2016,Central,Hospitalised,17 to 24,Female,Driver,53
2016,South Eastern,Hospitalised,75 and over,Male,Driver,17
2016,North Coast,Hospitalised,25 to 29,Male,Passenger,11
2016,Central,Medically treated,40 to 49,Female,Driver,21
2017,Brisbane,Medically treated,40 to 49,Male,Bicyclist,22
2017,Brisbane,Medically treated,60 to 74,Male,Bicyclist,7
2016,South Eastern,Hospitalised,17 to 24,Male,Motorcyclist,35
2014,North Coast,Hospitalised,17 to 24,Female,Passenger,44
2017,Far Northern,Minor injury,0 to 16,Female,Passenger,5
2017,Far Northern,Medically treated,0 to 16,Male,Passenger,13
2016,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,2
2016,Southern,Medically treated,0 to 16,Male,Driver,3
2016,South Eastern,Minor injury,40 to 49,Male,Passenger,5
2016,North Coast,Minor injury,Unknown,Male,Bicyclist,2
2016,Central,Minor injury,30 to 39,Male,Passenger,5
2017,Southern,Minor injury,60 to 74,Male,Motorcyclist,1
2016,Southern,Medically treated,50 to 59,Male,Driver,19
2016,South Eastern,Hospitalised,50 to 59,Male,Bicyclist,9
2016,South Eastern,Medically treated,60 to 74,Female,Passenger,21
2016,South Eastern,Minor injury,75 and over,Male,Driver,6
2016,Brisbane,Medically treated,75 and over,Female,Passenger,6
2016,South Eastern,Medically treated,25 to 29,Male,Driver,73
2016,Southern,Hospitalised,0 to 16,Male,Passenger,18
2016,Central,Medically treated,0 to 16,Male,Driver,1
2016,Brisbane,Hospitalised,75 and over,Male,Pedestrian,4
2014,North Coast,Minor injury,40 to 49,Male,Driver,25
2016,Central,Medically treated,60 to 74,Male,Driver,16
2016,South Eastern,Hospitalised,60 to 74,Female,Driver,33
2016,South Eastern,Medically treated,50 to 59,Male,Bicyclist,9
2016,Northern,Hospitalised,50 to 59,Male,Pedestrian,1
2016,North Coast,Hospitalised,0 to 16,Female,Pedestrian,9
2016,Brisbane,Hospitalised,75 and over,Female,Pedestrian,4
2016,Southern,Medically treated,60 to 74,Female,Passenger,7
2016,Far Northern,Hospitalised,60 to 74,Female,Driver,18
2015,North Coast,Hospitalised,60 to 74,Female,Driver,63
2016,Far Northern,Medically treated,30 to 39,Female,Driver,21
2014,South Eastern,Medically treated,40 to 49,Male,Passenger,10
2016,Southern,Hospitalised,40 to 49,Female,Motorcyclist,6
2013,South Eastern,Medically treated,40 to 49,Female,Passenger,19
2015,North Coast,Hospitalised,30 to 39,Male,Motorcyclist,25
2017,Northern,Minor injury,50 to 59,Male,Bicyclist,1
2017,Brisbane,Medically treated,30 to 39,Male,Passenger,16
2015,North Coast,Medically treated,60 to 74,Male,Driver,54
2012,Central,Medically treated,40 to 49,Male,Driver,37
2016,Central,Medically treated,30 to 39,Male,Bicyclist,1
2015,North Coast,Minor injury,17 to 24,Male,Driver,30
2016,Far Northern,Minor injury,25 to 29,Male,Driver,4
2016,Southern,Medically treated,30 to 39,Male,Pedestrian,2
2015,South Eastern,Hospitalised,30 to 39,Male,Passenger,9
2015,Brisbane,Hospitalised,60 to 74,Male,Driver,47
2015,Far Northern,Hospitalised,50 to 59,Female,Passenger,7
2017,Far Northern,Medically treated,60 to 74,Female,Passenger,4
2004,Southern,Minor injury,40 to 49,Male,Driver,24
2003,South Eastern,Minor injury,25 to 29,Male,Driver,36
2004,Southern,Minor injury,60 to 74,Male,Motorcyclist,1
2004,Brisbane,Hospitalised,17 to 24,Female,Driver,109
2003,Southern,Medically treated,17 to 24,Male,Passenger,28
2003,South Eastern,Minor injury,40 to 49,Female,Driver,44
2003,Brisbane,Medically treated,40 to 49,Female,Passenger,42
2003,South Eastern,Hospitalised,30 to 39,Male,Driver,57
2003,South Eastern,Medically treated,30 to 39,Female,Passenger,23
2003,South Eastern,Hospitalised,17 to 24,Male,Driver,110
2003,North Coast,Medically treated,0 to 16,Male,Bicyclist,21
2003,North Coast,Medically treated,17 to 24,Female,Driver,125
2003,Brisbane,Medically treated,30 to 39,Male,Driver,164
2003,Far Northern,Medically treated,40 to 49,Male,Driver,15
2003,Southern,Hospitalised,60 to 74,Female,Passenger,12
2003,Northern,Hospitalised,75 and over,Male,Passenger,2
2003,Southern,Medically treated,0 to 16,Male,Bicyclist,12
2003,South Eastern,Hospitalised,75 and over,Female,Passenger,13
2004,South Eastern,Minor injury,30 to 39,Male,Driver,57
2003,Far Northern,Medically treated,60 to 74,Male,Motorcyclist,1
2003,North Coast,Minor injury,60 to 74,Female,Driver,22
2003,Central,Medically treated,30 to 39,Female,Passenger,20
2003,North Coast,Minor injury,17 to 24,Male,Driver,63
2004,Northern,Fatality,17 to 24,Male,Driver,4
2003,Brisbane,Medically treated,17 to 24,Female,Driver,233
2003,Central,Hospitalised,25 to 29,Female,Driver,10
2003,Brisbane,Hospitalised,0 to 16,Female,Passenger,31
2003,Southern,Medically treated,40 to 49,Female,Passenger,7
2003,South Eastern,Medically treated,0 to 16,Female,Passenger,69
2003,North Coast,Hospitalised,30 to 39,Male,Motorcyclist,20
2004,Far Northern,Minor injury,17 to 24,Male,Driver,31
2004,Brisbane,Hospitalised,17 to 24,Female,Passenger,57
2004,North Coast,Hospitalised,17 to 24,Female,Driver,75
2004,North Coast,Hospitalised,0 to 16,Female,Passenger,38
2004,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,7
2003,North Coast,Hospitalised,30 to 39,Female,Driver,45
2003,North Coast,Hospitalised,0 to 16,Male,Passenger,27
2003,North Coast,Minor injury,30 to 39,Female,Motorcyclist,2
2003,South Eastern,Hospitalised,60 to 74,Female,Driver,18
2003,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,14
2003,Southern,Medically treated,40 to 49,Male,Driver,36
2003,South Eastern,Hospitalised,17 to 24,Male,Pedestrian,9
2003,North Coast,Minor injury,0 to 16,Male,Pedestrian,9
2004,South Eastern,Minor injury,40 to 49,Female,Driver,52
2004,Brisbane,Medically treated,50 to 59,Male,Bicyclist,9
2004,Brisbane,Minor injury,30 to 39,Female,Driver,123
2004,Central,Minor injury,17 to 24,Male,Driver,33
2004,South Eastern,Hospitalised,25 to 29,Female,Driver,36
2003,South Eastern,Minor injury,Unknown,Male,Motorcyclist,2
2003,Northern,Hospitalised,30 to 39,Male,Driver,17
2003,South Eastern,Minor injury,40 to 49,Female,Passenger,16
2003,Brisbane,Medically treated,25 to 29,Female,Passenger,44
2003,Southern,Hospitalised,0 to 16,Male,Pedestrian,6
2004,Brisbane,Minor injury,25 to 29,Male,Driver,58
2004,Southern,Hospitalised,40 to 49,Male,Driver,45
2004,Brisbane,Hospitalised,30 to 39,Male,Motorcyclist,44
2004,Brisbane,Hospitalised,40 to 49,Male,Driver,62
2004,Southern,Minor injury,17 to 24,Female,Passenger,19
2004,Far Northern,Minor injury,25 to 29,Female,Passenger,2
2004,Brisbane,Minor injury,40 to 49,Male,Driver,81
2004,South Eastern,Medically treated,50 to 59,Male,Passenger,3
2004,North Coast,Minor injury,60 to 74,Female,Driver,20
